,Links,DateTimeScraped,DateScraped,Price,Featured
67,https://www.rightmove.co.uk/properties/129844562#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,550000,0
3,https://www.rightmove.co.uk/properties/129308111#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,830000,0
27,https://www.rightmove.co.uk/properties/85964976#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,595000,0
49,https://www.rightmove.co.uk/properties/129758423#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,530000,0
55,https://www.rightmove.co.uk/properties/129756425#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,1175000,0
32,https://www.rightmove.co.uk/properties/85583085#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,795000,0
8,https://www.rightmove.co.uk/properties/129862208#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,650000,0
54,https://www.rightmove.co.uk/properties/129781874#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,750000,0
16,https://www.rightmove.co.uk/properties/129822680#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,699000,0
9,https://www.rightmove.co.uk/properties/128899631#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,1100000,0
15,https://www.rightmove.co.uk/properties/129827177#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,765000,0
30,https://www.rightmove.co.uk/properties/129734264#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,790000,0
40,https://www.rightmove.co.uk/properties/128673512#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,925000,0
10,https://www.rightmove.co.uk/properties/129861455#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,1100000,0
59,https://www.rightmove.co.uk/properties/129880721#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,850000,0
71,https://www.rightmove.co.uk/properties/128987417#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,1250000,0
39,https://www.rightmove.co.uk/properties/129835841#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,840000,0
37,https://www.rightmove.co.uk/properties/129856067#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,1800000,0
64,https://www.rightmove.co.uk/properties/128514386#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,945000,0
63,https://www.rightmove.co.uk/properties/128178161#/?channel=RES_BUY,2022-12-11 10:08:00,2022-12-11,849950,0
