,Links,DateTimeScraped,DateScraped,Price,Featured
30,https://www.rightmove.co.uk/properties/129147404#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1550000,0
140,https://www.rightmove.co.uk/properties/121783904#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,980000,0
43,https://www.rightmove.co.uk/properties/129094634#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1750000,0
61,https://www.rightmove.co.uk/properties/129209189#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,885000,0
77,https://www.rightmove.co.uk/properties/120970139#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,409950,0
24,https://www.rightmove.co.uk/properties/128562899#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,750000,0
132,https://www.rightmove.co.uk/properties/129103169#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,795000,0
134,https://www.rightmove.co.uk/properties/129093017#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,975000,0
144,https://www.rightmove.co.uk/properties/126387956#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,770000,0
88,https://www.rightmove.co.uk/properties/127216859#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,725000,0
8,https://www.rightmove.co.uk/properties/129218312#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,499950,0
40,https://www.rightmove.co.uk/properties/128048336#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,890000,0
129,https://www.rightmove.co.uk/properties/129103967#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1485000,0
36,https://www.rightmove.co.uk/properties/127031873#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,485000,0
130,https://www.rightmove.co.uk/properties/129104192#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1250000,0
79,https://www.rightmove.co.uk/properties/127497785#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1000000,0
47,https://www.rightmove.co.uk/properties/129074780#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1600000,0
70,https://www.rightmove.co.uk/properties/85490760#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,999950,0
106,https://www.rightmove.co.uk/properties/129242609#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1200000,0
136,https://www.rightmove.co.uk/properties/128385464#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,525000,0
105,https://www.rightmove.co.uk/properties/129125096#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,500000,0
119,https://www.rightmove.co.uk/properties/128852429#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,675000,0
150,https://www.rightmove.co.uk/properties/128286041#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,725000,0
148,https://www.rightmove.co.uk/properties/129222896#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,412500,0
109,https://www.rightmove.co.uk/properties/127002968#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,850000,0
55,https://www.rightmove.co.uk/properties/127945352#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1075000,0
114,https://www.rightmove.co.uk/properties/129240728#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,775000,0
95,https://www.rightmove.co.uk/properties/128000897#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,875000,0
13,https://www.rightmove.co.uk/properties/129197321#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,795000,0
118,https://www.rightmove.co.uk/properties/129197282#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,850000,0
131,https://www.rightmove.co.uk/properties/129103616#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1525000,0
59,https://www.rightmove.co.uk/properties/129214016#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,750000,0
6,https://www.rightmove.co.uk/properties/129235934#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1800000,0
68,https://www.rightmove.co.uk/properties/129161126#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,650000,0
46,https://www.rightmove.co.uk/properties/124858100#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1250000,0
121,https://www.rightmove.co.uk/properties/129178043#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,905000,0
120,https://www.rightmove.co.uk/properties/129182399#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1100000,0
67,https://www.rightmove.co.uk/properties/127504697#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,775000,0
104,https://www.rightmove.co.uk/properties/125883392#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,500000,0
97,https://www.rightmove.co.uk/properties/127511729#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,725000,0
100,https://www.rightmove.co.uk/properties/129158069#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,875000,0
32,https://www.rightmove.co.uk/properties/123932396#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,895000,0
117,https://www.rightmove.co.uk/properties/129207227#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,725000,0
80,https://www.rightmove.co.uk/properties/127970984#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,625000,0
139,https://www.rightmove.co.uk/properties/129066521#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,825000,0
81,https://www.rightmove.co.uk/properties/127562225#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,999950,0
21,https://www.rightmove.co.uk/properties/124816805#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,450000,0
152,https://www.rightmove.co.uk/properties/129114929#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,988000,0
143,https://www.rightmove.co.uk/properties/128183717#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,975000,0
78,https://www.rightmove.co.uk/properties/128958497#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,999950,0
27,https://www.rightmove.co.uk/properties/129161138#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,800000,0
33,https://www.rightmove.co.uk/properties/129132128#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,500000,0
128,https://www.rightmove.co.uk/properties/127080413#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,635000,0
102,https://www.rightmove.co.uk/properties/126730583#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,515000,0
20,https://www.rightmove.co.uk/properties/129170684#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,599950,0
127,https://www.rightmove.co.uk/properties/84073809#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,900000,0
91,https://www.rightmove.co.uk/properties/129231089#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,550000,0
23,https://www.rightmove.co.uk/properties/129167720#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,599000,0
26,https://www.rightmove.co.uk/properties/129164762#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,825000,0
31,https://www.rightmove.co.uk/properties/125777387#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,850000,0
151,https://www.rightmove.co.uk/properties/127551311#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,510000,0
99,https://www.rightmove.co.uk/properties/129158072#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,825000,0
149,https://www.rightmove.co.uk/properties/129222794#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,750000,0
48,https://www.rightmove.co.uk/properties/127627823#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,2000000,0
93,https://www.rightmove.co.uk/properties/129219950#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,469500,0
86,https://www.rightmove.co.uk/properties/126201353#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,560000,0
103,https://www.rightmove.co.uk/properties/123818540#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,730000,0
12,https://www.rightmove.co.uk/properties/129197324#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,795000,0
142,https://www.rightmove.co.uk/properties/129048983#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1150000,0
76,https://www.rightmove.co.uk/properties/127496870#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,409950,0
83,https://www.rightmove.co.uk/properties/129065786#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,709000,0
58,https://www.rightmove.co.uk/properties/128485949#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,350000,0
92,https://www.rightmove.co.uk/properties/129228974#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,650000,0
34,https://www.rightmove.co.uk/properties/90829252#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,750000,0
39,https://www.rightmove.co.uk/properties/129106160#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1750000,0
62,https://www.rightmove.co.uk/properties/126469169#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,500000,0
44,https://www.rightmove.co.uk/properties/128503553#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1699995,0
63,https://www.rightmove.co.uk/properties/129183572#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,650000,0
110,https://www.rightmove.co.uk/properties/129050993#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,725000,0
89,https://www.rightmove.co.uk/properties/127276982#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,825000,0
41,https://www.rightmove.co.uk/properties/121704368#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1250000,0
84,https://www.rightmove.co.uk/properties/129060779#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,750000,0
54,https://www.rightmove.co.uk/properties/129232001#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,925000,0
122,https://www.rightmove.co.uk/properties/129168320#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,905000,0
72,https://www.rightmove.co.uk/properties/121248704#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1200000,0
5,https://www.rightmove.co.uk/properties/129236495#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,695000,0
101,https://www.rightmove.co.uk/properties/129149762#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,740000,0
69,https://www.rightmove.co.uk/properties/128161847#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,490000,0
74,https://www.rightmove.co.uk/properties/127989110#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1200000,0
37,https://www.rightmove.co.uk/properties/129127661#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1000000,0
135,https://www.rightmove.co.uk/properties/129086975#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1295000,0
123,https://www.rightmove.co.uk/properties/96627493#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1050000,0
49,https://www.rightmove.co.uk/properties/129070415#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,985000,0
4,https://www.rightmove.co.uk/properties/129242783#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1100000,0
52,https://www.rightmove.co.uk/properties/129242942#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,725000,0
65,https://www.rightmove.co.uk/properties/126170225#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,900000,0
60,https://www.rightmove.co.uk/properties/129210680#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1000000,0
87,https://www.rightmove.co.uk/properties/126866693#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,800000,0
10,https://www.rightmove.co.uk/properties/122618114#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,950000,0
96,https://www.rightmove.co.uk/properties/129183299#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,725000,0
2,https://www.rightmove.co.uk/properties/129258947#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,1415000,0
19,https://www.rightmove.co.uk/properties/127220135#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,900000,0
15,https://www.rightmove.co.uk/properties/126000110#/?channel=RES_BUY,2022-11-20 21:16:00,2022-11-20,650000,0
